Дата публикации,Автор,Текст отзыва,Оценка,Количество фотографий,Наличие видео,Теги
"2025-11-13 14:01:09","Кристина","Выкупили",5,1,Нет,""
"2025-11-13 14:01:10","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:01:10","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:01:10","Кристина","Выкупили",5,0,Нет,""
"2025-11-13 14:01:10","Кристина","Выкупили",5,0,Нет,""
"2025-11-13 14:01:10","Выкупили","Выкупили",5,0,Нет,""
"2025-11-13 14:01:11","Сегодня, 10:33","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:11","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:11","Сегодня, 10:33","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:12","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:12","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:12","Недостатки:Странно потрескивает и нагревается","Достоинства:Удобная инструкция,удобный поворот головы, хороший мощный магнит Недостатки:Странно потрескивает и нагревается Комментарий:В целом хороший,но потрескивает и греется",5,0,Нет,""
"2025-11-13 14:01:13","Плюсы товара","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:13","Ответ продавца","Здравствуйте !Спасибо большое за ваш отзыв и высокую оценку! Нам очень приятно, что товар вам понравился. Мы стараемся поддерживать высокое качество и сервис, чтобы каждый покупатель оставался доволен. Будем рады видеть вас снова! ещё",5,0,Нет,""
"2025-11-13 14:01:13","Ответ продавца","Здравствуйте !Спасибо большое за ваш отзыв и высокую оценку! Нам очень приятно, что товар вам понравился. Мы стараемся поддерживать высокое качество и сервис, чтобы каждый покупатель оставался доволен. Будем рады видеть вас снова! ещё",5,0,Нет,""
"2025-11-13 14:01:13","Сергей","Выкупили",5,1,Нет,""
"2025-11-13 14:01:14","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:01:14","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:01:14","Сергей","Выкупили",5,0,Нет,""
"2025-11-13 14:01:14","Сергей","Выкупили",5,0,Нет,""
"2025-11-13 14:01:14","Выкупили","Выкупили",5,0,Нет,""
"2025-11-13 14:01:15","Сегодня, 10:33","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:15","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:15","Сегодня, 10:33","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:15","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:16","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:16","Достоинства:Не ну это вообще пушечка🫶🏻","Достоинства:Не ну это вообще пушечка🫶🏻",5,3,Да,""
"2025-11-13 14:01:16","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:16","Ответ продавца","Здравствуйте !Спасибо большое за ваш отзыв и высокую оценку! Нам очень приятно, что товар вам понравился. Мы стараемся поддерживать высокое качество и сервис, чтобы каждый покупатель оставался доволен. Будем рады видеть вас снова! ещё",5,0,Нет,""
"2025-11-13 14:01:16","Ответ продавца","Здравствуйте !Спасибо большое за ваш отзыв и высокую оценку! Нам очень приятно, что товар вам понравился. Мы стараемся поддерживать высокое качество и сервис, чтобы каждый покупатель оставался доволен. Будем рады видеть вас снова! ещё",5,0,Нет,""
"2025-11-13 14:01:17","Анастасия","Выкупили",5,1,Нет,""
"2025-11-13 14:01:17","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:01:17","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:01:17","Анастасия","Выкупили",5,0,Нет,""
"2025-11-13 14:01:17","Анастасия","Выкупили",5,0,Нет,""
"2025-11-13 14:01:18","Выкупили","Выкупили",5,0,Нет,""
"2025-11-13 14:01:18","Сегодня, 10:32","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:18","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:18","Сегодня, 10:32","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:18","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:19","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:19","Плюсы товара","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:19","Плюсы товара","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:19","Ответ продавца","Здравствуйте !Спасибо большое за ваш отзыв и высокую оценку! Нам очень приятно, что товар вам понравился. Мы стараемся поддерживать высокое качество и сервис, чтобы каждый покупатель оставался доволен. Будем рады видеть вас снова! ещё",5,0,Нет,""
"2025-11-13 14:01:19","Ответ продавца","Здравствуйте !Спасибо большое за ваш отзыв и высокую оценку! Нам очень приятно, что товар вам понравился. Мы стараемся поддерживать высокое качество и сервис, чтобы каждый покупатель оставался доволен. Будем рады видеть вас снова! ещё",5,0,Нет,""
"2025-11-13 14:01:20","Наталья","Выкупили",5,1,Нет,""
"2025-11-13 14:01:20","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:01:20","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:01:20","Наталья","Выкупили",5,0,Нет,""
"2025-11-13 14:01:20","Наталья","Выкупили",5,0,Нет,""
"2025-11-13 14:01:21","Выкупили","Выкупили",5,0,Нет,""
"2025-11-13 14:01:21","Сегодня, 10:27","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:21","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:21","Сегодня, 10:27","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:22","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:22","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:22","Плюсы товара","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:22","Плюсы товара","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:22","Ответ продавца","Здравствуйте !Спасибо большое за ваш отзыв и высокую оценку! Нам очень приятно, что товар вам понравился. Мы стараемся поддерживать высокое качество и сервис, чтобы каждый покупатель оставался доволен. Будем рады видеть вас снова! ещё",5,0,Нет,""
"2025-11-13 14:01:23","Ответ продавца","Здравствуйте !Спасибо большое за ваш отзыв и высокую оценку! Нам очень приятно, что товар вам понравился. Мы стараемся поддерживать высокое качество и сервис, чтобы каждый покупатель оставался доволен. Будем рады видеть вас снова! ещё",5,0,Нет,""
"2025-11-13 14:01:23","Татьяна","Выкупили",5,1,Нет,""
"2025-11-13 14:01:23","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:01:23","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:01:23","Татьяна","Выкупили",5,0,Нет,""
"2025-11-13 14:01:24","Татьяна","Выкупили",5,0,Нет,""
"2025-11-13 14:01:24","Выкупили","Выкупили",5,0,Нет,""
"2025-11-13 14:01:24","Сегодня, 10:21","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:24","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:24","Сегодня, 10:21","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:25","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:25","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:25","Плюсы товара","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:25","Плюсы товара","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:25","Ответ продавца","Спасибо за ваш отзыв, Татьяна! Мы рады, что вам понравился наш ночник звездное небо проектор космонавт. Надеемся, что он будет радовать вас и создавать уютную атмосферу в вашем доме. С наступающим Новым годом! ещё",5,0,Нет,""
"2025-11-13 14:01:26","Ответ продавца","Спасибо за ваш отзыв, Татьяна! Мы рады, что вам понравился наш ночник звездное небо проектор космонавт. Надеемся, что он будет радовать вас и создавать уютную атмосферу в вашем доме. С наступающим Новым годом! ещё",5,0,Нет,""
"2025-11-13 14:01:26","Елена","Выкупили",5,1,Нет,""
"2025-11-13 14:01:26","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:01:26","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:01:26","Елена","Выкупили",5,0,Нет,""
"2025-11-13 14:01:27","Елена","Выкупили",5,0,Нет,""
"2025-11-13 14:01:27","Выкупили","Выкупили",5,0,Нет,""
"2025-11-13 14:01:27","Сегодня, 08:12","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:28","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:28","Сегодня, 08:12","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:28","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:28","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:29","Плюсы товара","Достоинства:Соответствует описанию, хорошо упакован, все работает.",5,0,Нет,""
"2025-11-13 14:01:29","Плюсы товара","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:29","Ответ продавца","Спасибо большое, Елена, за отличный отзыв! Мы рады, что вам понравился наш ночник звездное небо проектор космонавт. Пусть он радует вас каждую ночь и создает уютную атмосферу в вашем доме. Обращайтесь к нам снова, мы всегда рады помочь! Всего вам самого лучшего и счастливого нового года! 🌟🌌🚀 ещё",5,0,Нет,""
"2025-11-13 14:01:29","Ответ продавца","Спасибо большое, Елена, за отличный отзыв! Мы рады, что вам понравился наш ночник звездное небо проектор космонавт. Пусть он радует вас каждую ночь и создает уютную атмосферу в вашем доме. Обращайтесь к нам снова, мы всегда рады помочь! Всего вам самого лучшего и счастливого нового года! 🌟🌌🚀 ещё",5,0,Нет,""
"2025-11-13 14:01:29","Ксения","Выкупили",5,1,Нет,""
"2025-11-13 14:01:29","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:01:30","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:01:30","Ксения","Выкупили",5,0,Нет,""
"2025-11-13 14:01:30","Ксения","Выкупили",5,0,Нет,""
"2025-11-13 14:01:30","Выкупили","Выкупили",5,0,Нет,""
"2025-11-13 14:01:30","Сегодня, 07:01","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:31","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:31","Сегодня, 07:01","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:31","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:31","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:32","Достоинства:Это волшебно💛","Достоинства:Это волшебно💛 Недостатки:Все отлично Комментарий:Очень крутой ночник, жалею что не купила такой раньше",5,0,Нет,""
"2025-11-13 14:01:32","Плюсы товара","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:32","Ответ продавца","Спасибо, Ксения, за ваш отзыв! Мы рады, что вам понравился наш звездное небо проектор космонавт. Надеемся, что он будет радовать вас каждую ночь и создавать уютную атмосферу в вашей комнате. Не забудьте заглянуть к нам снова, чтобы приобрести что-то еще интересное! ещё",5,0,Нет,""
"2025-11-13 14:01:32","Ответ продавца","Спасибо, Ксения, за ваш отзыв! Мы рады, что вам понравился наш звездное небо проектор космонавт. Надеемся, что он будет радовать вас каждую ночь и создавать уютную атмосферу в вашей комнате. Не забудьте заглянуть к нам снова, чтобы приобрести что-то еще интересное! ещё",5,0,Нет,""
"2025-11-13 14:01:32","Ольга","Выкупили",5,1,Нет,""
"2025-11-13 14:01:33","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:01:33","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:01:33","Ольга","Выкупили",5,0,Нет,""
"2025-11-13 14:01:33","Ольга","Выкупили",5,0,Нет,""
"2025-11-13 14:01:33","Выкупили","Выкупили",5,0,Нет,""
"2025-11-13 14:01:34","Сегодня, 06:38","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:34","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:34","Сегодня, 06:38","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:34","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:34","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:35","Плюсы товара","Достоинства:Прикольный светильник, купила чтобы кормить ночами ребенка и не включать основной свет, заряда хватает на 1,5 ночи",5,1,Нет,""
"2025-11-13 14:01:35","Плюсы товара","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:35","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:35","Ответ продавца","Спасибо большое, Ольга, за ваш отзыв! Мы рады, что вам понравился наш детский ночник. Надеемся, что он будет радовать вашего ребенка и помогать создавать уют и комфорт во время ночного сна. Обращайтесь к нам снова, мы всегда рады помочь! ещё",5,0,Нет,""
"2025-11-13 14:01:35","Ответ продавца","Спасибо большое, Ольга, за ваш отзыв! Мы рады, что вам понравился наш детский ночник. Надеемся, что он будет радовать вашего ребенка и помогать создавать уют и комфорт во время ночного сна. Обращайтесь к нам снова, мы всегда рады помочь! ещё",5,0,Нет,""
"2025-11-13 14:01:36","Натали","Выкупили",5,1,Нет,""
"2025-11-13 14:01:36","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:01:36","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:01:36","Натали","Выкупили",5,0,Нет,""
"2025-11-13 14:01:36","Натали","Выкупили",5,0,Нет,""
"2025-11-13 14:01:37","Выкупили","Выкупили",5,0,Нет,""
"2025-11-13 14:01:37","Сегодня, 05:34","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:37","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:37","Сегодня, 05:34","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:38","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:38","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:38","Плюсы товара","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:38","Плюсы товара","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:38","Ответ продавца","Спасибо, Натали, за отличный отзыв! Мы очень рады, что вам понравился наш ночник звездное небо проектор. Надеемся, что он будет радовать вас каждую ночь и создавать уютную атмосферу в вашем доме. Будем рады видеть вас снова в нашем магазине! С наступающим Новым годом! ещё",5,0,Нет,""
"2025-11-13 14:01:39","Ответ продавца","Спасибо, Натали, за отличный отзыв! Мы очень рады, что вам понравился наш ночник звездное небо проектор. Надеемся, что он будет радовать вас каждую ночь и создавать уютную атмосферу в вашем доме. Будем рады видеть вас снова в нашем магазине! С наступающим Новым годом! ещё",5,0,Нет,""
"2025-11-13 14:01:39","Елена","Выкупили",5,1,Нет,""
"2025-11-13 14:01:39","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:01:39","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:01:39","Елена","Выкупили",5,0,Нет,""
"2025-11-13 14:01:40","Елена","Выкупили",5,0,Нет,""
"2025-11-13 14:01:40","Выкупили","Выкупили",5,0,Нет,""
"2025-11-13 14:01:40","Сегодня, 04:17","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:40","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:40","Сегодня, 04:17","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:41","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:41","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:41","Плюсы товара","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:41","Плюсы товара","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:41","Ответ продавца","Спасибо за отличный отзыв, Елена! Мы рады, что вам понравился наш ночник звездное небо проектор космонавт. Мы стараемся делать все возможное для того, чтобы наши клиенты оставались довольны. Будем рады видеть вас снова у нас в магазине! ещё",5,0,Нет,""
"2025-11-13 14:01:42","Ответ продавца","Спасибо за отличный отзыв, Елена! Мы рады, что вам понравился наш ночник звездное небо проектор космонавт. Мы стараемся делать все возможное для того, чтобы наши клиенты оставались довольны. Будем рады видеть вас снова у нас в магазине! ещё",5,0,Нет,""
"2025-11-13 14:01:42","Анастасия","Выкупили",5,1,Нет,""
"2025-11-13 14:01:42","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:01:43","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:01:43","Анастасия","Выкупили",5,0,Нет,""
"2025-11-13 14:01:43","Анастасия","Выкупили",5,0,Нет,""
"2025-11-13 14:01:43","Выкупили","Выкупили",5,0,Нет,""
"2025-11-13 14:01:43","Сегодня, 02:02","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:44","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:44","Сегодня, 02:02","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:44","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:44","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:45","Достоинства:Красиво светит","Достоинства:Красиво светит Недостатки:Просто так перестал светить и сломался Комментарий::( жаль что так быстро, пол месяца прошло только и не каждый день включала",5,1,Да,""
"2025-11-13 14:01:45","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:45","Ответ продавца","Здравствуйте,свяжитесь с нами в чате с продавцом и мы постараемся разрешить проблему.Если вы осуществляете вход в личный кабинет с компьютера, раздел Профиль > Покупки > наведите мышку на товар, снизу появиться всплывающая строка """"Чат с продавцом"""". Если вы осуществляете вход с мобильного телефона Профиль > Покупки > нажать три точки на купленном товаре, выбрать раздел """"Написать продавцу"""". Благодарим за обращение. ещё",5,0,Нет,""
"2025-11-13 14:01:45","Ответ продавца","Здравствуйте,свяжитесь с нами в чате с продавцом и мы постараемся разрешить проблему.Если вы осуществляете вход в личный кабинет с компьютера, раздел Профиль > Покупки > наведите мышку на товар, снизу появиться всплывающая строка """"Чат с продавцом"""". Если вы осуществляете вход с мобильного телефона Профиль > Покупки > нажать три точки на купленном товаре, выбрать раздел """"Написать продавцу"""". Благодарим за обращение. ещё",5,0,Нет,""
"2025-11-13 14:01:45","Юлия","Выкупили",5,1,Нет,""
"2025-11-13 14:01:46","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:01:46","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:01:46","Юлия","Выкупили",5,0,Нет,""
"2025-11-13 14:01:46","Юлия","Выкупили",5,0,Нет,""
"2025-11-13 14:01:47","Выкупили","Выкупили",5,0,Нет,""
"2025-11-13 14:01:47","Сегодня, 01:36","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:47","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:47","Сегодня, 01:36","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:48","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:48","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:48","Залипательно.","Залипательно.",5,0,Нет,""
"2025-11-13 14:01:48","Плюсы товара","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:48","Ответ продавца","Здравствуйте !Спасибо большое за ваш отзыв и высокую оценку! Нам очень приятно, что товар вам понравился. Мы стараемся поддерживать высокое качество и сервис, чтобы каждый покупатель оставался доволен. Будем рады видеть вас снова! ещё",5,0,Нет,""
"2025-11-13 14:01:48","Ответ продавца","Здравствуйте !Спасибо большое за ваш отзыв и высокую оценку! Нам очень приятно, что товар вам понравился. Мы стараемся поддерживать высокое качество и сервис, чтобы каждый покупатель оставался доволен. Будем рады видеть вас снова! ещё",5,0,Нет,""
"2025-11-13 14:01:49","Алена","Выкупили",5,1,Нет,""
"2025-11-13 14:01:49","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:01:49","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:01:49","Алена","Выкупили",5,0,Нет,""
"2025-11-13 14:01:49","Алена","Выкупили",5,0,Нет,""
"2025-11-13 14:01:50","Выкупили","Выкупили",5,0,Нет,""
"2025-11-13 14:01:50","Сегодня, 00:15","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:50","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:50","Сегодня, 00:15","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:51","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:51","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:51","Анонимный покупатель","Достоинства:Прошло две недели использования, стал моргать, свечение перестало крутиться, и свет стал тускнее. Изначально все было прекрасно",5,0,Нет,""
"2025-11-13 14:01:51","Ответ продавца","Здравствуйте,свяжитесь с нами в чате с продавцом и мы постараемся разрешить проблему.Если вы осуществляете вход в личный кабинет с компьютера, раздел Профиль > Покупки > наведите мышку на товар, снизу появиться всплывающая строка """"Чат с продавцом"""". Если вы осуществляете вход с мобильного телефона Профиль > Покупки > нажать три точки на купленном товаре, выбрать раздел """"Написать продавцу"""". Благодарим за обращение. ещё",5,0,Нет,""
"2025-11-13 14:01:52","Ответ продавца","Здравствуйте,свяжитесь с нами в чате с продавцом и мы постараемся разрешить проблему.Если вы осуществляете вход в личный кабинет с компьютера, раздел Профиль > Покупки > наведите мышку на товар, снизу появиться всплывающая строка """"Чат с продавцом"""". Если вы осуществляете вход с мобильного телефона Профиль > Покупки > нажать три точки на купленном товаре, выбрать раздел """"Написать продавцу"""". Благодарим за обращение. ещё",5,0,Нет,""
"2025-11-13 14:01:52","Ирина","Выкупили",5,1,Нет,""
"2025-11-13 14:01:52","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:01:52","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:01:52","Ирина","Выкупили",5,0,Нет,""
"2025-11-13 14:01:53","Ирина","Выкупили",5,0,Нет,""
"2025-11-13 14:01:53","Выкупили","Выкупили",5,0,Нет,""
"2025-11-13 14:01:53","Сегодня, 00:06","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:53","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:54","Сегодня, 00:06","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:54","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:54","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:54","Анонимный покупатель","Достоинства:Всё работает! Миленький, тяжёленький и обхватывает полностью очень даже не маленькую комнату!!! Единственное, подкачала упаковка. Брала на подарок, а коробочка пришла без какой-либо защиты, вся перемотанная скотчем. Содержимое не пострадало и снять звезду за это рука не поднимается. Огромное спасибо продавцу! Рекомендую!",5,0,Нет,""
"2025-11-13 14:01:54","Ответ продавца","Спасибо за ваш отзыв, Ирина! Мы рады, что вам понравился наш ночник звездное небо проектор космонавт. Надеемся, что этот подарок станет приятным сюрпризом к новому году. Пользуйтесь с удовольствием и обращайтесь к нам снова! ещё",5,0,Нет,""
"2025-11-13 14:01:55","Ответ продавца","Спасибо за ваш отзыв, Ирина! Мы рады, что вам понравился наш ночник звездное небо проектор космонавт. Надеемся, что этот подарок станет приятным сюрпризом к новому году. Пользуйтесь с удовольствием и обращайтесь к нам снова! ещё",5,0,Нет,""
"2025-11-13 14:01:55","Рита","Выкупили",5,1,Нет,""
"2025-11-13 14:01:55","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:01:55","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:01:55","Рита","Выкупили",5,0,Нет,""
"2025-11-13 14:01:56","Рита","Выкупили",5,0,Нет,""
"2025-11-13 14:01:56","Выкупили","Выкупили",5,0,Нет,""
"2025-11-13 14:01:56","Вчера, 23:35","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:56","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:57","Вчера, 23:35","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:57","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:57","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:57","Достоинства:Миниатюрная, освещает хорошо","Достоинства:Миниатюрная, освещает хорошо",5,3,Да,""
"2025-11-13 14:01:58","Плюсы товара","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:58","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:01:58","Ответ продавца","Дорогая Рита, спасибо большое за ваш отзыв о нашем ночнике детском! Мы рады, что товар понравился вам и вашему ребенку. Надеемся, что он будет использоваться с удовольствием и приносить комфорт и уют в вашем доме. Будем рады видеть вас снова у нас в магазине! С уважением, команда нашего магазина. ещё",5,0,Нет,""
"2025-11-13 14:01:58","Ответ продавца","Дорогая Рита, спасибо большое за ваш отзыв о нашем ночнике детском! Мы рады, что товар понравился вам и вашему ребенку. Надеемся, что он будет использоваться с удовольствием и приносить комфорт и уют в вашем доме. Будем рады видеть вас снова у нас в магазине! С уважением, команда нашего магазина. ещё",5,0,Нет,""
"2025-11-13 14:01:58","СветЛана","Выкупили",5,1,Нет,""
"2025-11-13 14:01:59","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:01:59","Анонимный покупатель","Текст отзыва недоступен",5,1,Нет,""
"2025-11-13 14:01:59","СветЛана","Выкупили",5,0,Нет,""
"2025-11-13 14:01:59","СветЛана","Выкупили",5,0,Нет,""
"2025-11-13 14:01:59","Выкупили","Выкупили",5,0,Нет,""
"2025-11-13 14:02:00","Вчера, 23:04","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:00","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:00","Вчера, 23:04","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:00","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
"2025-11-13 14:02:01","Анонимный покупатель","Текст отзыва недоступен",5,0,Нет,""
